name,status,number,lat,long
Urarina,Vulnerable,2000,-4.3464,-75.3002
Ushojo,Definitely endangered,2000,35.0209,72.897
Waigali,Definitely endangered,2000,35.1895,71.1941
Waotededo,Vulnerable,2000,-1.1864,-76.6296
Wotapuri-Katarqalai,Definitely endangered,2000,34.4166,70.3333
Wutun,Definitely endangered,2000,35.791,102.4365
Candoshi,Definitely endangered,1900,-3.7107,-76.9042
Hupda (Brazil),Vulnerable,1900,0.7909,-68.247
Mixtec of the central Ravine,Definitely endangered,1878,17.9666,-96.8333
Kendeje,Definitely endangered,1859,13.6299,21.5771
Hunzib,Definitely endangered,1839,42.1654,46.2991
Tchumbuli,Critically endangered,1838,8.7113,2.1533
Cashibo-Cacataibo,Definitely endangered,1800,-8.9393,-75.0915
Grass Koiari,Vulnerable,1800,-9.4558,147.5559
Isirawa,Vulnerable,1800,-1.8783,138.5485
Lanoh,Critically endangered,1800,5.2509,101.0206
Lemolang,Vulnerable,1800,-2.6303,120.1849
Nila (Seram Island),Definitely endangered,1800,-3.2173,128.9849
Shixing,Definitely endangered,1800,28.5263,100.4734
Chuj (Mexico),Critically endangered,1771,16.1203,-92.0407
Darma,Definitely endangered,1761,30.0037,80.5641
Kung,Severely endangered,1750,6.5227,10.1074
Lokono (Guyana),Critically endangered,1750,6.2934,-58.0957
Byangsi,Definitely endangered,1734,30.0595,80.7824
Pasing,Definitely endangered,1732,21.1254,101.4697
Yamphu,Definitely endangered,1722,27.5935,87.3316
Andio,Vulnerable,1700,-0.8514,123.1457
Cheyenne (Montana),Definitely endangered,1700,45.5495,-106.5263
Kumzari,Severely endangered,1700,26.1936,56.2431
Quechua of Yauyos,Critically endangered,1700,-12.9081,-75.6958
Bainouk-Samik,Severely endangered,1685,12.5733,-16.2652
Côông,Definitely endangered,1676,22.5943,102.7455
Dogrib,Vulnerable,1675,62.8292,-115.9904
Upland Yuman,Vulnerable,1650,36.2377,-112.7094
Eastern Cuicatec,Vulnerable,1641,17.9666,-96.7166
Tamazight (Ait Rouadi),Extinct,1637,32.5745,-5.9655
Woleaian,Severely endangered,1631,7.3515,143.8769
Huehuetla Tepehua,Definitely endangered,1603,20.46,-98.0761
Kadiwéu,Definitely endangered,1600,-20.5222,-56.7237
Southern Tiwa (Isleta Pueblo),Definitely endangered,1600,34.9057,-106.7066
Southern Tiwa (Sandia Pueblo),Definitely endangered,1600,35.2516,-106.565
Tewa (Arizona),Definitely endangered,1600,35.8334,-110.3798
Tewa (New Mexico),Severely endangered,1600,36.053,-106.0708
ǁGana,Vulnerable,1550,-21.7824,21.8971
Akwáwa,Vulnerable,1548,-5.2441,-52.7014
Northern Cuicatec,Vulnerable,1503,17.9511,-96.7384
Chiquihuitlán Mazatec,Definitely endangered,1502,17.9953,-96.7449
Apinajé,Vulnerable,1500,-6.0317,-47.5604
Bashkarik,Severely endangered,1500,35.2893,72.6168
Chintang,Severely endangered,1500,26.9367,87.1991
Forest Nenets,Severely endangered,1500,64.9188,77.7941
Hupda (Colombia),Definitely endangered,1500,0.3845,-70.1367
Jah Hut,Severely endangered,1500,3.6452,102.3065
Jeri,Severely endangered,1500,9.2647,-5.8666
Jonkor Bourmataguil,Severely endangered,1500,11.4261,19.0145
K'emant,Severely endangered,1500,12.9349,37.2326
Kanashi,Definitely endangered,1500,32.0406,77.1075
Karajá,Vulnerable,1500,-11.0921,-50.3393
Karelian (Tikhvin),Severely endangered,1500,59.601,33.3544
Kendem,Severely endangered,1500,5.7061,9.6377
Khamba,Definitely endangered,1500,29.0105,94.7653
Lishpa,Definitely endangered,1500,27.3327,92.384
Mayoruna (Brazil),Vulnerable,1500,-3.3379,-64.8413
Mescalero-Chiricahua Apache (New Mexico),Definitely endangered,1500,33.1514,-105.7942
Numao Bunu,Definitely endangered,1500,24.3902,107.2701
Orang Seletar,Severely endangered,1500,1.3387,103.464
Palenque Creole,Definitely endangered,1500,10.0952,-75.1142
Pong,Definitely endangered,1500,18.4666,105.05
Pyuma,Vulnerable,1500,22.8027,121.0748
Saaroa,Critically endangered,1500,23.1283,120.7062
Saluan,Vulnerable,1500,-0.8129,122.871
Semaq Beri,Critically endangered,1500,4.0012,102.8443
Talodi,Critically endangered,1500,10.6902,30.3964
Wayana (Suriname),Vulnerable,1500,2.7455,-54.58
Wik Mungkan,Vulnerable,1500,-12.9403,141.9873
Natsilingmiutut,Vulnerable,1455,68.643,-95.8863
Movima,Severely endangered,1452,-13.7954,-65.4345
Ngombe,Definitely endangered,1450,3.9492,15.2352
Cinta Larga,Vulnerable,1440,-11.4154,-59.7216
Dupaninan Agta,Vulnerable,1400,17.9682,122.0361
Tese,Critically endangered,1400,11.2161,29.8471
Bororo,Definitely endangered,1390,-15.5172,-53.1024
Puluwat,Severely endangered,1364,7.5803,149.425
Kanela Rankokamekra,Vulnerable,1337,-6.075,-44.9121
Saba,Definitely endangered,1335,11.1487,18.0175
Kurripako (Brazil),Vulnerable,1332,0.7001,-68.3789
Triw,Definitely endangered,1328,15.6833,107.2
Guernsey French,Severely endangered,1327,49.4502,-2.5927
Paafang,Severely endangered,1318,7.6198,155.1571
Chɨlɨng,Definitely endangered,1314,26.9483,87.2527
Zapotec of the Valleys north,Severely endangered,1303,17.0666,-96.65
Cypriot Arabic,Severely endangered,1300,35.3196,33.338
Palikur (Brazil),Vulnerable,1300,4.0396,-51.7236
Sanenyo,Critically endangered,1300,7.9504,93.576
Tecóatl Mazatec,Vulnerable,1300,18.1653,-96.9124
Xinka,Critically endangered,1283,14.3447,-90.2603
Ozomatlán Totonac,Critically endangered,1276,20.1766,-98.0527
Kāgate,Definitely endangered,1273,27.5449,86.2925
Maxakali,Vulnerable,1271,-16.5519,-40.3417
Murik,Vulnerable,1256,-3.8368,144.2807
Pengo,Critically endangered,1254,19.0621,83.4851
Marúbo,Vulnerable,1252,-6.0968,-70.2246
Aivilingmiutut,Vulnerable,1245,64.1657,-83.243
Besme,Severely endangered,1228,9.6386,16.018
Oirata,Definitely endangered,1221,-8.0755,127.1777
Lohorung,Severely endangered,1207,27.4266,87.2498
Harakmbut,Definitely endangered,1206,-12.9403,-70.2685
Buyang,Severely endangered,1200,23.4146,105.7632
Dakka,Vulnerable,1200,-3.316,119.2071
Mah Meri,Severely endangered,1200,2.836,101.4299
Manjui,Definitely endangered,1200,-23.1201,-62.7539
Te'un (Seram Island),Definitely endangered,1200,-3.1843,128.9465
Tsou,Vulnerable,1200,23.5174,120.8564
Ujir,Definitely endangered,1200,-5.6105,134.2776
White Gelao (China),Severely endangered,1200,26.4894,105.021
Dakkang,Definitely endangered,1198,15.6333,107.25
Northern Algonquin,Vulnerable,1180,48.0616,-77.3521
Akawaio (Brazil),Vulnerable,1170,4.1711,-60.249
Huehuetlán Mazatec,Vulnerable,1169,18.1964,-96.9471
Trio (Brazil),Vulnerable,1156,1.7136,-55.2392
Savo,Definitely endangered,1147,-9.1292,159.8071
Tektitek,Definitely endangered,1144,15.3073,-92.0609
Fwâi,Vulnerable,1131,-20.7048,164.9034
Waimirí-Atroarí,Vulnerable,1120,-1.0985,-60.8203
Guayabero,Definitely endangered,1118,2.6028,-72.3999
Fagauvea (Northern),Vulnerable,1107,-20.4089,166.5444
Fagauvea (Southern),Vulnerable,1107,-20.7381,166.4126
Fania,Severely endangered,1100,10.0581,18.3993
Ubi,Severely endangered,1100,12.1534,18.6946
Warnang,Severely endangered,1100,10.6538,30.6298
Itzá,Critically endangered,1094,16.9838,-89.899
Mixtec of the southwest of Puebla,Definitely endangered,1074,18.6333,-98.0666
Lowland Chontal,Critically endangered,1060,16.0286,-95.6683
Koireng,Critically endangered,1056,24.2319,93.7463
Chipaya,Definitely endangered,1050,-19.2074,-68.2031
Mokilese,Critically endangered,1050,6.6864,159.7631
Western Náhuatl,Severely endangered,1041,18.3745,-103.3026
Acatepec Mazatec,Vulnerable,1038,18.1621,-96.8766
Mixtec of Villa de Tututepec,Definitely endangered,1019,16.1333,-97.6
Toda,Critically endangered,1006,11.3184,76.8273
Adabe,Vulnerable,1000,-8.2549,125.5737
Alutor,Severely endangered,1000,60.2016,165.4238
Arapaho (Wyoming),Severely endangered,1000,43.0139,-108.8214
Beeke,Severely endangered,1000,0.9997,28.7951
Blackfoot (United States of America),Definitely endangered,1000,48.5699,-113.0918
Bohtan Neo-Aramaic,Severely endangered,1000,41.5579,45.0219
Bola,Definitely endangered,1000,25.0638,98.2414
Bong'om,Definitely endangered,1000,1.1315,35.0134
Bora,Vulnerable,1000,-2.7455,-71.8835
Central Siberian Yupik (St. Lawrence Island),Definitely endangered,1000,63.7444,-171.7242
Chali,Definitely endangered,1000,27.301,91.2991
Cherokee (North Carolina),Severely endangered,1000,35.113,-84.0588
Cocama-Cocamilla (Peru),Severely endangered,1000,-4.8282,-74.2565
Dair,Severely endangered,1000,12.517,30.5914
Dakpa,Definitely endangered,1000,27.3937,91.8965
Dampelas,Definitely endangered,1000,0.2005,119.8965
Danaw,Critically endangered,1000,21.192,97.3937
Ega,Severely endangered,1000,5.8018,-5.4492
El Hugeirat,Severely endangered,1000,12.3131,28.4243
Faghani,Vulnerable,1000,-10.4337,161.5979
Fongoro,Severely endangered,1000,11.1029,22.7197
Gambiri,Severely endangered,1000,34.9017,70.9085
Gongduk,Vulnerable,1000,27.086,91.2002
Gorap,Definitely endangered,1000,2.1528,128.2516
Guugu Yimidhirr,Vulnerable,1000,-14.8598,144.7338
Gyem,Critically endangered,1000,10.3865,9.3122
Habu,Vulnerable,1000,-8.7819,126.0021
Hawaiian,Critically endangered,1000,21.9226,-160.1147
Hértevin,Critically endangered,1000,37.9268,42.5473
Hu,Definitely endangered,1000,22.1743,100.9264
Hualapai,Vulnerable,1000,35.5279,-113.4297
Hung,Definitely endangered,1000,18.9062,105.05
Inkhokvari,Definitely endangered,1000,42.3981,46.0299
Ishkashimi,Severely endangered,1000,36.6915,71.7668
Iyive,Severely endangered,1000,6.4354,9.5278
Jiongnai Bunu,Definitely endangered,1000,23.3902,108.5135
Kaande,Severely endangered,1000,-0.1318,11.8103
Kaco',Definitely endangered,1000,13.934,107.4222
Kadu,Severely endangered,1000,24.2042,95.6332
Kairui-Midiki,Vulnerable,1000,-8.7222,126.2878
Kari,Severely endangered,1000,4.8392,25.5432
Kayabi,Vulnerable,1000,-11.1972,-53.2342
Khowa,Definitely endangered,1000,27.2546,92.5323
Kodeoha,Vulnerable,1000,-3.4147,120.9155
Kujarge,Definitely endangered,1000,11.749,22.2431
Kukatja,Vulnerable,1000,-21.2074,126.4746
Kuot,Vulnerable,1000,-3.0692,151.5234
Lokono (Suriname),Severely endangered,1000,5.6487,-55.1074
Mahongwe,Severely endangered,1000,1.0216,13.9031
Manchurian Ölöt,Severely endangered,1000,48.1953,124.2993
May,Definitely endangered,1000,18.0623,105.5786
Mbara,Severely endangered,1000,10.8009,15.6335
Mech,Severely endangered,1000,26.5688,89.1979
Mòcheno,Definitely endangered,1000,46.1194,11.3258
Naueti,Vulnerable,1000,-8.7357,126.7053
North Greenlandic,Definitely endangered,1000,77.4815,-69.3511
Ormuri,Definitely endangered,1000,32.518,69.783
Paiter,Vulnerable,1000,-11.1245,-61.3476
Pareci,Definitely endangered,1000,-14.3525,-58.0174
Pasi,Definitely endangered,1000,28.1834,95.2651
Resian,Definitely endangered,1000,46.3734,13.3058
Sach,Definitely endangered,1000,17.78,105.7666
Sake,Severely endangered,1000,-0.0247,11.7691
Saterlandic,Severely endangered,1000,53.1059,7.6787
She,Critically endangered,1000,23.3333,115.2459
Shumashti,Severely endangered,1000,34.6108,70.7569
Sighu,Severely endangered,1000,-0.0549,13.5461
Sobei,Definitely endangered,1000,-1.8632,138.7408
Thavung (Laos),Definitely endangered,1000,18.4666,104.6666
Tirma,Critically endangered,1000,6.4899,34.3212
Tombelala,Vulnerable,1000,-2.5315,121.9454
Toto,Critically endangered,1000,26.6867,89.5056
Trio (Suriname),Vulnerable,1000,2.1528,-56.3818
Tum,Definitely endangered,1000,18.7,105.05
Tuotomb,Severely endangered,1000,4.4449,10.371
Yatê,Severely endangered,1000,-7.0136,-37.0458
Zaiwa,Definitely endangered,1000,28.4735,96.4764
Zay,Severely endangered,1000,8.0728,38.8476
Zenaga (Western Sahara),Critically endangered,1000,22.2687,-13.7109
|Gui,Vulnerable,1000,-21.8385,21.7858
ǁAni,Definitely endangered,1000,-18.6462,22.1319
Buglé,Definitely endangered,993,8.5858,-82.3856
Ka'apór,Vulnerable,991,-2.8991,-46.3183
Hadza,Vulnerable,975,-3.401,35.3897
Kunwinjku,Vulnerable,974,-12.1333,133.4014
Bakairi,Vulnerable,950,-14.4213,-54.0305
Drubea,Vulnerable,946,-22.0347,166.5527
Namonuito,Severely endangered,944,8.6299,150.0128
Hya,Severely endangered,940,10.3311,13.5269
Machineri (Brazil),Vulnerable,937,-10.5742,-70.4882
South Slavey,Definitely endangered,920,61.8154,-121.3346
Wajãpi,Vulnerable,905,0.747,-52.8442
Mewahang,Severely endangered,904,27.5441,87.1401
Awapit,Severely endangered,900,1.0985,-78.706
Chimila,Severely endangered,900,10.0986,-73.894
Kua,Definitely endangered,900,-22.7106,26.4605
Njalgulgule,Severely endangered,900,8.4452,25.3015
Pech,Severely endangered,900,15.0819,-85.5552
Rikbaktsa,Severely endangered,900,-10.6174,-58.2714
Caac,Vulnerable,890,-20.3883,164.5614
Inuinnaqtun,Definitely endangered,890,67.8443,-115.2742
Voh-Koné dialects,Definitely endangered,878,-20.9665,164.7866
Kuna (Colombia),Severely endangered,876,7.8633,-76.9042
Dení,Vulnerable,875,-6.5773,-68.1591
Tarao,Critically endangered,870,24.297,93.4497
Santa María del Mar Huave,Severely endangered,862,16.2166,-94.85
Nukuoro,Definitely endangered,860,3.8574,154.9786
Mixtec of Santa Cruz Itundujia,Definitely endangered,851,16.7666,-97.6
"Zapotec of the Southern mountains, northeast",Definitely endangered,849,16.2666,-96.2833
Kumak,Vulnerable,847,-20.1278,164.0259
Pukapukan,Definitely endangered,840,-10.871,-165.8441
Lola,Vulnerable,830,-6.3316,134.8818
Ashaninka (Brazil),Vulnerable,813,-9.3786,-73.1414
Ottawa (Canada),Severely endangered,810,46.1519,-82.2243
Bati,Severely endangered,800,4.2012,10.7858
Chorote Iyojwa'ja,Severely endangered,800,-24.287,-60.3808
Eman,Severely endangered,800,6.0531,9.7338
Isu,Severely endangered,800,4.0094,9.5745
Jamamadí,Vulnerable,800,-9.0424,-68.3789
Javaé,Definitely endangered,800,-11.1568,-50.4711
Nubaca,Severely endangered,800,4.2971,10.7446
Panasuan,Definitely endangered,800,-2.2516,119.5806
Piaroa (Colombia),Definitely endangered,800,4,-68.6666
Taos,Definitely endangered,800,36.4717,-105.5596
Taulil,Vulnerable,800,-4.5435,152.0397
Tuyuca (Brazil),Vulnerable,800,0.4394,-66.8847
Kaike,Definitely endangered,794,28.9642,82.9819
Kildin Saami,Severely endangered,787,68.0075,35.0079
Ese eja,Definitely endangered,782,-12.5867,-69.0161
Central Cagayan Agta,Vulnerable,779,17.9891,121.8603
Mixtec of Santa Inés de Zaragoza,Definitely endangered,775,17.2333,-97.1666
Ocopetatillo Mazatec,Vulnerable,757,18.1856,-96.9113
Jaqaru,Severely endangered,750,-12.7488,-75.8248
Waiwai (Suriname),Critically endangered,750,2.1528,-56.206
Laal,Critically endangered,749,9.9607,17.6083
Ulcha,Critically endangered,732,52.0457,140.4162
Jawe,Vulnerable,729,-20.4913,164.696
Maslam,Severely endangered,723,12.136,14.6914
Nambiquara do Sul,Vulnerable,721,-13.2506,-59.5404
North Slavey,Definitely endangered,720,65.2161,-123.4362
Gitksan,Severely endangered,710,55.355,-127.6828
A'ingae / Cofan (Ecuador),Definitely endangered,700,0.0659,-76.7065
Animere,Critically endangered,700,7.6129,0.4064
Batek,Critically endangered,700,4.6695,102.5051
Enggano,Vulnerable,700,-5.4191,102.2717
Indri,Severely endangered,700,8.4397,25.5926
Kalaw Lagaw Ya,Definitely endangered,700,-10.0828,142.1081
Lakon,Vulnerable,700,-14.251,167.422
Mok (China),Definitely endangered,700,21.5158,100.221
Ngaanyatjarra,Vulnerable,700,-26.037,124.541
Ngatikese Men's Creole,Definitely endangered,700,5.8305,157.2308
Piratapuya (Brazil),Severely endangered,700,0.5712,-66.7089
Mountain Guarijío,Vulnerable,696,27.8758,-108.553
Nivkh (Sakhalin),Severely endangered,688,51.7814,143.1628
Krikati,Vulnerable,682,-5.8674,-46.7468
Dakota,Definitely endangered,675,49.8461,-100.5035
Carrier,Severely endangered,660,54.2395,-125.7621
Matlatzinca,Definitely endangered,651,19.0479,-100.2197
Kasanga,Critically endangered,650,12.2702,-16.1553
Wanano / Kotiria (Brazil),Vulnerable,650,0.6152,-67.5
Central Popoloc,Severely endangered,641,18.5842,-97.9295
Eastern Ojibwe,Severely endangered,620,44.8381,-80.1983
River Guarijío,Vulnerable,617,27.5196,-109.2525
Yuhup (Brazil),Vulnerable,617,-1.0546,-69.3896
Ocoyoacac Otomí,Severely endangered,609,19.2716,-99.4613
Akum,Critically endangered,600,6.73,9.9316
Blablanga,Definitely endangered,600,-8.206,159.4638
Bubia,Severely endangered,600,4.0204,9.2037
Chickasaw,Severely endangered,600,34.6,-96.8161
Desano (Brazil),Definitely endangered,600,0.0878,-67.9394
Faetar,Definitely endangered,600,41.3265,15.1721
Hixkaryána,Vulnerable,600,-0.5493,-58.5131
Hoava,Vulnerable,600,-8.1883,157.6036
Hodi,Vulnerable,600,6.075,-65.6323
Iñapari,Critically endangered,600,-12.0822,-69.7412
Koke,Severely endangered,600,10.8575,18.1315
Kowiai,Vulnerable,600,-3.9437,134.0881
Kuikuro,Vulnerable,600,-12.35,-53.21
Laiyolo,Definitely endangered,600,-6.3862,120.4733
Mo'da,Critically endangered,600,6.5008,29.9377
Northern Selkup,Severely endangered,600,65.7035,82.4441
Penrhyn,Severely endangered,600,-9.0153,-158.0218
Pintupi,Vulnerable,600,-22.8882,128.3203
Piratapuya (Colombia),Critically endangered,600,0.8333,-69.5
Siona / Secoya (Ecuador),Severely endangered,600,-0.0659,-76.3989
Sonsorol,Severely endangered,600,7.4278,134.5495
Teanu,Definitely endangered,600,-11.6219,166.9633
Yaminahua (Brazil),Vulnerable,600,-10.6606,-69.6972
Andoke,Severely endangered,597,-0.769,-72.2351
Southern Tlapanec,Severely endangered,592,16.7325,-98.6034
Orowe,Definitely endangered,587,-21.4223,165.4678
Mosetén,Severely endangered,585,-15.4113,-67.5
Chatong,Definitely endangered,580,15.65,107.1166
Norfolk-Pitcairn (Norfolk),Definitely endangered,580,-29.0225,167.9425
Nunatsiavummiutut,Definitely endangered,575,56.532,-61.7408
Shuswap,Definitely endangered,570,51.7886,-122.2286
Xaragure,Vulnerable,566,-21.8054,166.4964
Tapirapé,Vulnerable,564,-10.6606,-50.4602
Lacandón,Critically endangered,563,16.706,-91.0641
Zapotec of Zimatlán de Álvarez,Definitely endangered,562,16.8666,-96.7833
Chilcotin,Definitely endangered,560,52.031,-123.1678
Chácobo,Definitely endangered,550,-11.3454,-65.8135
Gao,Vulnerable,550,-8.3514,159.8167
Geme,Critically endangered,550,8.4941,20.6378
Karore,Vulnerable,550,-6.1542,149.8205
Yuhup (Colombia),Definitely endangered,550,-0.5493,-69.9169
Western Tlapanec,Vulnerable,549,17.4101,-99.2423
Hinukh,Definitely endangered,548,42.1801,45.977
Anuki,Definitely endangered,542,-9.6522,149.7656
Imeraguen,Definitely endangered,534,18.9166,-15.996
Narpa,Definitely endangered,533,28.7315,84.261
Akatek (Mexico),Vulnerable,532,16.7823,-93.1061
Naskapi,Vulnerable,525,54.903,-66.802
Archi,Definitely endangered,524,41.9839,46.8127
Yawanawá,Vulnerable,519,-10.8333,-70.0927
Raute,Severely endangered,518,28.9744,80.7969
Seri,Vulnerable,518,29.2333,-112.2
Western Popoloc,Severely endangered,516,18.4141,-98.0176
Yaqui (United States of America),Definitely endangered,510,32.1158,-111.0638
Kalapalo,Vulnerable,506,-12.1574,-53.2521
Nganasan,Severely endangered,505,72.816,91.582
Jakaltek (Mexico),Severely endangered,504,16.3137,-93.2084
Zapotec of San Antonino el Alto,Definitely endangered,504,16.8166,-97.0333
Purum,Critically endangered,503,24.3521,93.5925
Aheu,Definitely endangered,500,18.4333,104.5
Amahuaca,Severely endangered,500,-10.8764,-72.29
Anfillo,Critically endangered,500,8.5049,34.7415
Arbanasi,Severely endangered,500,44.0994,15.2545
Baniva,Severely endangered,500,2.8333,-67.5219
Bataan Ayta,Definitely endangered,500,14.4324,120.4788
Bats,Severely endangered,500,42.0982,45.0878
Black Mountain,Definitely endangered,500,27.1955,90.43
Busoa,Vulnerable,500,-5.5722,122.6074
Chong,Severely endangered,500,12.9506,102.0374
Domaaki,Severely endangered,500,36.0979,73.9627
Ganan,Severely endangered,500,24.2317,95.3778
Havasupai,Definitely endangered,500,36.2429,-112.6897
Kensiw (Thailand),Severely endangered,500,7.1712,99.7915
Khmin,Vulnerable,500,22.0469,100.8065
Khvarshi,Definitely endangered,500,42.3417,46.1212
Kundal Shahi,Definitely endangered,500,34.55,73.8833
Laghuu,Definitely endangered,500,23.6166,105.6833
Laha (Lao Cai),Definitely endangered,500,22.0333,103.75
Laha (Son La),Definitely endangered,500,21.4666,103.75
Langa,Severely endangered,500,6.5404,11.6427
Laxudumau,Vulnerable,500,-2.8922,151.2467
Majera,Critically endangered,500,11.3231,14.9839
Maliseet-Passamaquoddy,Severely endangered,500,44.9572,-67.0496
Mikasuki,Vulnerable,500,26.3202,-80.9877
Mlomp,Critically endangered,500,12.7421,-16.4904
Onin,Vulnerable,500,-2.9745,132.2383
Ormu,Vulnerable,500,-2.5136,140.6675
Palikur (French Guyana),Severely endangered,500,3.908,-51.9873
Pemon (Brazil),Vulnerable,500,4.664,-60.216
Quechua of Chachapoyas,Critically endangered,500,-6.2606,-77.7722
Samatu,Critically endangered,500,24.2105,98.9655
Seke,Vulnerable,500,28.9282,83.8249
Siona / Secoya (Colombia),Critically endangered,500,0.493,-76.2464
South Saami,Severely endangered,500,64.2063,13.4802
Taikat,Definitely endangered,500,-2.8429,140.846
Taloki,Definitely endangered,500,-4.5928,122.8628
Tamki,Critically endangered,500,11.48,18.2125
Tawahka,Severely endangered,500,15.3602,-85.1373
Thavung (Thailand),Severely endangered,500,17.3168,103.5142
Tomadino,Definitely endangered,500,-2.5836,121.9729
Toratán,Definitely endangered,500,1.0354,124.7985
Tunisian Judeo-Arabic (Tunisia),Critically endangered,500,33.8795,10.0634
Ulwa,Severely endangered,500,12.8894,-83.5779
"Ute (Colorado, Ute Mountain)",Severely endangered,500,37.2105,-108.7223
Walmajarri,Definitely endangered,500,-19.9939,125.5297
Warekena (Venezuela),Severely endangered,500,2.5479,-67.2802
Boguru,Critically endangered,494,4.3902,29.2016
Pukobyê,Vulnerable,494,-5.3316,-46.7138
Swoeng,Definitely endangered,492,15.3333,106.75
Wali,Critically endangered,487,11.9372,29.3005
Gavião do Pará,Vulnerable,476,-5.1784,-48.999
Malecite,Definitely endangered,475,46.8023,-67.6686
Ninam (Brazil),Vulnerable,466,3.1185,-62.9736
Zoró,Vulnerable,464,-10.9519,-61.0729
Sanema (Brazil),Vulnerable,462,2.8113,-63.0615
Ixtenco Otomí,Severely endangered,461,19.2495,-97.8943
Ottawa (Michigan),Critically endangered,459,43.5971,-84.7752
Kanela Apaniekra,Vulnerable,458,-6.2716,-46.1865
Satawal,Severely endangered,458,7.3406,147.041
Chatino of Zacatepec,Definitely endangered,453,16.1333,-97.35
Demisa,Definitely endangered,450,-2.7016,136.6699
Koasati (Louisiana),Definitely endangered,450,30.4855,-92.8494
Koasati (Texas),Definitely endangered,450,30.7155,-94.6965
Nanti,Vulnerable,450,-11.6629,-72.6965
Shabo,Severely endangered,450,7.327,35.2935
Sharanahua,Severely endangered,450,-10.3365,-70.9277
Siona Secoya (Peru),Definitely endangered,450,-0.5712,-74.8828
Tolomako,Definitely endangered,450,-15.1834,166.8438
Enawenê-Nawê,Vulnerable,445,-12.5223,-59.7656
Valle Nacional Chinantec,Definitely endangered,442,17.7747,-96.3034
Gavião de Rondônia,Vulnerable,436,-10.4445,-61.6992
Tabasco Náhuatl,Critically endangered,434,18.0026,-93.3722
Sera,Severely endangered,432,-3.0033,141.9158
Yecuana (Brazil),Vulnerable,430,2.8552,-63.3251
Alabugat Tatar,Definitely endangered,422,45.4447,47.0324
"Zapotec of the Southern mountains, eastern lowlands",Definitely endangered,420,16.2,-96.7
Western Otomí,Severely endangered,415,19.4335,-100.3456
Moose Cree,Vulnerable,405,52.2827,-81.6276
Tlahuica,Severely endangered,405,18.9664,-99.4137
Katukina do Acre,Severely endangered,404,-6.4899,-69.2578
Abai Sungai,Definitely endangered,400,5.587,118.3695
Barasana (Colombia),Critically endangered,400,0.0769,-70.3894
Beezen,Severely endangered,400,6.7518,10.0744
Buga,Critically endangered,400,8.2495,25.7574
Cheyenne (Oklahoma),Severely endangered,400,35.6022,-97.9766
Cimbrian,Definitely endangered,400,45.867,11.4268
Cobiana,Critically endangered,400,12.4017,-16.3229
Dagur (Amur),Critically endangered,400,49.5252,127.5402
Dahalo,Severely endangered,400,-2.2625,40.7537
Émérillon,Severely endangered,400,2.8991,-52.8881
Gagauz (Maritime),Severely endangered,400,43.2932,27.9602
Hijuk,Critically endangered,400,4.2861,10.4919
Hobyot,Severely endangered,400,16.6388,53.0612
Inari Saami,Severely endangered,400,68.8446,27.2817
Istriot,Severely endangered,400,45.0541,13.7246
Kalao,Definitely endangered,400,-7.3134,121.0034
Kamaiurá,Vulnerable,400,-12.1655,-53.4292
Kickapoo (Kansas),Severely endangered,400,39.6972,-95.7089
Kickapoo (Oklahoma),Severely endangered,400,35.4245,-97.0713
Kickapoo (Texas),Severely endangered,400,28.6147,-100.4386
Kiowa,Severely endangered,400,35.1016,-98.6197
Koroni,Definitely endangered,400,-2.6412,121.9894
Lamongse,Critically endangered,400,7.3134,93.6968
Ndunda,Severely endangered,400,6.9482,10.9698
Northern Paiute (Nevada),Definitely endangered,400,41.9979,-117.7193
Pupeo,Definitely endangered,400,23.1666,105.1
Rapa,Severely endangered,400,-27.8973,-143.5034
Red Gelao (China),Critically endangered,400,26.2553,105.8571
Sengseng,Vulnerable,400,-6.0681,150.2792
Sirionó,Severely endangered,400,-14.557,-63.7316
Talondo,Definitely endangered,400,-2.3723,119.3774
"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297
Mixtec of Zapotitlán,Severely endangered,396,18.3333,-97.4666
Sanema (Venezuela),Vulnerable,393,4.4669,-64.1931
Ts'ixa,Definitely endangered,390,-18.9894,23.692
Pirahã,Vulnerable,389,-6.9264,-61.1279
Mixtec of San Pedro Tidaá,Severely endangered,384,17.35,-97.3833
Yerong,Severely endangered,380,23.0732,106.0789
A'ingae / Cofan (Colombia),Severely endangered,379,0.4525,-76.9191
Halkomelem,Severely endangered,375,48.7715,-123.6678
Yudja,Vulnerable,362,-10.956,-53.3235
Kisêdjê,Vulnerable,351,-11.5795,-53.031
Auye,Vulnerable,350,-3.5627,135.9915
Awyi,Vulnerable,350,-2.943,140.6359
Bierebo,Vulnerable,350,-16.6539,168.1539
Fayu,Vulnerable,350,-3.1,136.8
Labo,Vulnerable,350,-16.4492,167.4481
Mra,Critically endangered,350,28.3914,93.3837
Myky,Vulnerable,350,-12.5331,-59.5019
Na,Critically endangered,350,28.4638,93.3041
Nadëb,Definitely endangered,350,-1.9771,-67.0166
Taje,Critically endangered,350,-0.747,120.086
Tenharim,Severely endangered,350,-8.4071,-61.1499
Mako,Critically endangered,345,4.2149,-65.7421
Barām,Critically endangered,342,28.041,84.629
Ikpeng,Vulnerable,342,-11.7376,-53.616
Gardiol,Severely endangered,340,39.4658,15.9933
